distance,elevation
1025.9243367657334,13.877274863506045
1090.6664745650696,13.985603801751461
1225.5926565021118,14.262832626106736
2314.227562700931,16.899769908994028
2418.0424883016644,23.14814035076879
2477.189840983257,26.938511306265966
2588.074707805686,34.547402274539515
2687.19299376776,41.88747298651448
2780.252708741008,48.70340307372509
2874.578206417884,55.19718354338217
2982.6646268300083,61.41169532152019
3103.5096029012016,66.42020690546664
3209.2955185664523,69.06445306498127
3323.2644287660823,70.48524482071258
3409.1945583391193,71.01168684990097
3487.937993016063,71.5316779328687
3598.2488011440214,72.71211830626817
3673.86878387684,73.84706915610464
3775.3461362873086,75.0880620495946
4901.4532607189685,76.1262843443938
4997.24259746909,81.70812393207402
5109.750407181914,86.87711049086575
5214.556960015295,88.31302796917737
6774.98469550053,202.49239932955135
11304.456787887162,211.31618247953168
11374.551526631718,221.25551820713554
11505.169392951006,241.19609843352035
11590.28603859198,255.10364704296333
11686.48069073892,271.2663196697283
11818.27911054314,293.88369885827836
11896.610140375415,306.8860089390333
12027.083407163522,326.7035894220821
12108.588745119378,337.66577464949734
12175.508966438518,345.2621675245324
12319.065980748694,357.8677104067603
12391.463490798526,362.3063797875506
12528.685933688312,368.0656058407792
12592.026429318743,369.3560368031316
15392.923114488432,378.815813957871
15473.591366691735,384.2471124933454
15590.421389569401,386.14045706447206
23691.824449422103,426.98057479234257
23813.11014018192,518.7259869655885
23877.418847986726,568.9349432988845
23972.46618949486,646.3967186704614
24085.65168552755,740.5400550435536
24204.081197392217,833.618897292326
24324.394637307007,921.0114022316628
24397.158673570095,969.2049677872874
24525.58687204476,1042.952320737251
24584.36750661217,1071.482095621231
24690.82182031348,1115.5584546936973
24774.379792180924,1145.5246933717988
24918.588504450458,1188.049147681727
25007.2735878958,1211.2927209855382
25101.55747303748,1236.4260272381498
25192.32812160083,1262.6995998192224
25290.972220320313,1296.0908425659466
25388.61071061392,1336.4501873351703
25528.524231842173,1409.245714047481
25586.857802486447,1442.920065701086
25702.807272665817,1520.0101655743408
25822.944833361536,1605.4855619309296
25917.344156852516,1674.7959298434025
26022.947961566355,1748.9137849453298
26118.31440122325,1811.0534831514701
26218.878700096368,1869.2252379303889
26285.38437484235,1904.6308496710608
26412.94484571916,1963.90051518596
26513.54282055324,2003.5631425738209
26570.9389987099,2022.6703374198414
26711.477937320426,2052.23599536683
26770.208935762363,2056.47080305858
32622.54846300347,2064.9583703209046
32692.718620207106,2116.25483895068
32828.97258662005,2182.0530736534392
32876.109265529594,2193.2379895519925
32978.02172984379,2197.2170802624164
56617.14510690523,2216.180380669417
56699.51302858695,2273.5770969144805
56812.82937274535,2315.13125593804
65828.34753767982,2421.582122069012
65899.402802094,2510.7427774485627
66019.17371558881,2634.289896665461
66113.25005923315,2712.664982748023
66201.50082545035,2772.8053041485514
66319.60685037353,2835.070361620487
66390.99866271368,2870.697832097795
66477.33904021836,2917.221821045957
66598.59401987848,2987.3838439029882
66699.83818073315,3038.803038710719
66788.46766537023,3070.14695091857
66880.82323296566,3078.4638894502955
72379.41315871233,3181.568129208907
72482.5298303901,3310.9653400261855
72578.62180105885,3420.0097041017507
72697.49147875934,3530.979639689865
72809.49027527112,3611.5001641844406
72905.30520553995,3670.3335507889465
73002.60751991396,3730.5993001084066
73120.21959737023,3812.6623979006927
73187.54970676369,3867.73487530349
73294.69782783178,3964.7403775153866
73381.57486636112,4047.7380157855805
73522.46166508393,4182.440344853706
73620.94817264774,4262.738440046187
73726.53796128058,4332.409056594525
73822.41997695959,4379.7393007619685
73912.33546413746,4412.2880195863045
73977.20078217727,4426.232151444305
